,STATE,AVGGIFT
56472,LA,15.0
56473,MO,13.57142857
56474,CA,13.66666667
56475,MI,10.25
56476,CA,15.33333333
56477,NV,25.0
56478,CA,8.933333333
56479,IN,25.0
56480,WA,12.33333333
56481,FL,10.5
56482,IL,11.66666667
56483,CA,7.75
56484,WA,13.38461539
56485,IN,25.0
56486,GA,9.5
56487,WA,24.14285714
56488,NC,27.5
56489,LA,7.454545455
56490,MN,7.25
56491,AL,25.2
56492,SC,13.5
56493,CA,15.33333333
56494,MI,8.333333333
56495,TX,7.363636364
56496,TN,25.0
56497,WI,11.77777778
56498,HI,7.357142857
56499,IL,15.0
56500,CA,17.5
56501,WA,11.53333333
56502,NV,15.0
56503,OK,4.852941177
56504,TX,20.0
56505,IL,20.0
56506,FL,11.75
56507,CA,20.0
56508,TX,15.0
56509,WA,15.0
56510,SD,8.176470588
56511,AL,3.888888889
56512,CA,8.0
56513,MN,25.0
56514,OR,5.75
56515,OR,6.277777778
56516,TN,15.25
56517,TN,11.8
56518,NC,6.916666667
56519,TX,22.5
56520,WA,18.57142857
56521,NM,15.0
56522,IL,9.666666667
56523,GA,5.0
56524,OR,20.0
56525,TX,33.75
56526,NC,9.75
56527,IL,4.1
56528,OK,6.0
56529,CA,10.45454546
56530,MO,15.69230769
56531,OR,15.0
56532,AZ,11.11111111
56533,GA,12.33333333
56534,CA,16.83333333
56535,OR,20.0
56536,CA,34.875
56537,NC,6.272727273
56538,MT,10.38461539
56539,TX,7.882352941
56540,LA,5.0
56541,CA,17.36363636
56542,NC,12.69230769
56543,WI,7.8
56544,TX,6.0
56545,MI,7.833333333
56546,MO,15.0
56547,TX,17.5
56548,FL,9.090909091
56549,CA,8.0
56550,LA,9.5
56551,IL,8.473684211
56552,CO,5.8
56553,FL,4.875
56554,NC,9.375
56555,TX,13.61111111
56556,IN,5.615384615
56557,IL,10.42857143
56558,SC,10.0
56559,UT,25.0
56560,GA,5.625
56561,OR,6.727272727
56562,CA,8.777777778
56563,FL,6.476190476
56564,TX,6.0
56565,CA,6.25
56566,NC,15.81818182
56567,CA,15.0
56568,IL,19.65454546
56569,TN,12.83333333
56570,WI,15.80645161
56571,MO,10.0
56572,FL,2.806451613
56573,FL,4.375
56574,IN,18.33333333
56575,WI,16.625
56576,KY,11.75
56577,WA,8.75
56578,WI,26.66666667
56579,IN,12.5
56580,NC,15.0
56581,CO,20.0
56582,IL,14.2
56583,WI,8.722222222
56584,CA,22.5
56585,TX,12.0
56586,AR,35.66666667
56587,MO,13.0
56588,IL,4.818181818
56589,FL,7.818181818
56590,CA,12.4
56591,SC,4.8125
56592,CA,10.0
56593,GA,50.0
56594,FL,7.578947368
56595,CA,12.38461539
56596,CA,50.0
56597,TX,15.0
56598,FL,14.0
56599,NE,10.0
56600,CA,5.142857143
56601,FL,12.5
56602,IA,5.75
56603,CA,15.0
56604,GA,21.66666667
56605,NC,13.0
56606,KS,13.0
56607,FL,6.761904762
56608,CA,12.66666667
56609,TX,8.0
56610,MI,13.44444444
56611,AZ,13.86666667
56612,CA,50.0
56613,IN,11.92857143
56614,NC,7.946111111
56615,HI,7.416666667
56616,AZ,31.75
56617,CA,3.962962963
56618,NC,25.0
56619,NC,16.66666667
56620,MI,100.0
56621,NC,10.68888889
56622,FL,15.66666667
56623,MS,6.235294118
56624,WA,11.6
56625,TN,20.0
56626,TX,25.0
56627,FL,9.0
56628,KS,15.33333333
56629,CO,12.0
56630,IL,12.5
56631,FL,15.0
56632,NV,6.5
56633,WA,4.157894737
56634,CO,12.0
56635,CA,11.66666667
56636,CA,4.705882353
56637,SC,15.0
56638,GA,30.0
56639,MN,11.4
56640,TX,33.90909091
56641,CA,21.25
56642,IN,15.66666667
56643,IL,5.5
56644,CA,20.0
56645,IL,16.5
56646,CA,15.0
56647,TX,15.71428571
56648,MI,7.071428571
56649,GA,4.842105263
56650,CO,11.66666667
56651,CA,21.04347826
56652,KY,5.058823529
56653,FL,9.6
56654,TX,13.8
56655,NC,15.75
56656,WI,7.28125
56657,CA,16.42857143
56658,CA,7.076923077
56659,CA,18.0
56660,CO,14.0
56661,NV,7.6
56662,CA,10.0
56663,WA,6.5
56664,MS,15.0
56665,NC,12.4
56666,CA,20.0
56667,KS,5.347222222
56668,TX,14.25
56669,NV,10.25
56670,GA,12.5
56671,MO,12.14285714
56672,TX,6.6875
56673,CA,5.0
56674,FL,19.89473684
56675,WA,11.4
56676,GA,12.47619048
56677,AA,14.92307692
56678,IL,10.0
56679,FL,23.0
56680,MO,16.0
56681,IL,11.66666667
56682,CA,20.22222222
56683,OR,25.0
56684,MI,7.5
56685,NM,7.954545455
56686,AZ,28.75
56687,IL,14.22222222
56688,TX,7.714285714
56689,CO,15.0
56690,SC,9.4
56691,TX,5.9
56692,WA,28.33333333
56693,MI,17.5
56694,OK,18.33333333
56695,CA,15.0
56696,KY,11.57142857
56697,OR,3.101694915
56698,WI,15.75
56699,KY,15.2
56700,NC,8.5
56701,CA,9.833333333
56702,GA,20.0
56703,NM,10.66666667
56704,AL,8.75
56705,KS,6.666666667
56706,WI,11.36666667
56707,GA,9.0
56708,WI,12.0
56709,TN,8.285714286
56710,NM,6.25
56711,KY,8.857142857
56712,IN,13.75
56713,AZ,8.238095238
56714,WY,7.266666667
56715,GA,7.933333333
56716,OK,8.9
56717,FL,9.272727273
56718,AZ,10.0
56719,TN,6.409090909
56720,MN,6.6
56721,IL,19.66666667
56722,WA,17.65217391
56723,MN,17.0
56724,WA,11.33333333
56725,NM,7.608695652
56726,TX,12.96296296
56727,IL,25.0
56728,CA,28.28571429
56729,AZ,11.45454546
56730,IL,10.33333333
56731,IL,13.57142857
56732,IL,11.0
56733,CA,15.14285714
56734,MI,13.0
56735,KY,6.583333333
56736,WI,12.5
56737,IN,15.0
56738,CO,15.25
56739,CA,18.0
56740,CA,30.0
56741,MN,3.611111111
56742,NC,20.0
56743,NC,11.2631579
56744,CA,10.57142857
56745,AZ,8.0
56746,MI,8.75
56747,AP,16.0
56748,GA,11.25
56749,TX,11.71428571
56750,IL,10.25
56751,MI,9.857142857
56752,NM,16.0
56753,MO,6.545454545
56754,MI,9.454545455
56755,MI,3.666666667
56756,OK,5.190476191
56757,FL,9.5
56758,IN,18.75
56759,IL,6.0
56760,IN,11.66666667
56761,WI,4.421052632
56762,IL,11.42857143
56763,CA,19.83333333
56764,TX,6.357142857
56765,NC,7.166666667
56766,CA,14.5
56767,TX,20.0
56768,WA,12.5
56769,KS,13.2
56770,LA,12.5
56771,CO,31.66666667
56772,NV,20.0
56773,TN,12.5
56774,WI,20.0
56775,OK,22.0
56776,CO,7.0
56777,TX,14.6
56778,FL,14.09090909
56779,KY,8.411764706
56780,NC,19.16129032
56781,CA,8.666666667
56782,WI,25.0
56783,NE,8.25
56784,TX,7.857142857
56785,OR,9.5
56786,NC,16.66666667
56787,IL,11.0
56788,AZ,7.5
56789,AR,11.66666667
56790,IL,10.3
56791,WA,12.5
56792,FL,13.0
56793,CA,4.666666667
56794,MI,9.5
56795,NC,15.0
56796,OR,8.166666667
56797,IA,10.90909091
56798,KY,25.0
56799,LA,11.83333333
56800,NC,19.73333333
56801,MN,9.583333333
56802,CO,15.0
56803,FL,13.88888889
56804,CA,5.5
56805,WA,16.33333333
56806,FL,20.0
56807,MO,14.5
56808,HI,11.66666667
56809,TX,12.27272727
56810,NC,20.0
56811,IA,2.153846154
56812,NM,6.5
56813,NC,9.625
56814,CA,13.0
56815,ND,12.66666667
56816,CA,30.0
56817,AZ,26.66666667
56818,TX,12.75
56819,CA,18.42857143
56820,IL,2.861111111
56821,GA,22.5
56822,CO,28.33333333
56823,NV,13.16666667
56824,IL,10.52941177
56825,AR,8.3125
56826,SD,11.0
56827,GA,20.0
56828,OR,10.46666667
56829,SC,27.85714286
56830,MI,14.57142857
56831,FL,23.0
56832,SC,15.0
56833,KS,15.0
56834,CA,23.0
56835,MN,7.9
56836,CA,6.425
56837,IN,15.0
56838,OK,2.352941177
56839,TX,20.0
56840,CA,20.0
56841,OR,5.555555556
56842,AL,16.5
56843,CA,8.642857143
56844,KS,6.166666667
56845,FL,9.6
56846,FL,8.666666667
56847,CA,23.75
56848,MI,4.5
56849,CA,14.0
56850,WA,17.44444444
56851,TX,7.666666667
56852,WI,17.5
56853,CA,25.0
56854,TX,15.0
56855,FL,17.06666667
56856,NC,10.22222222
56857,NV,11.71428571
56858,IL,1.916666667
56859,GA,9.642857143
56860,NV,28.0
56861,NC,10.85714286
56862,AZ,6.5
56863,MN,5.0
56864,NV,21.42857143
56865,WA,20.0
56866,HI,13.33333333
56867,AZ,20.0
56868,FL,10.56666667
56869,LA,15.0
56870,MO,20.0
56871,MI,6.318181818
56872,CA,15.57142857
56873,CA,9.909090909
56874,IL,15.16666667
56875,UT,25.0
56876,WI,15.33333333
56877,AZ,15.0
56878,TN,15.0
56879,IL,4.321428571
56880,CO,30.0
56881,TN,7.3
56882,MO,19.5
56883,CA,17.0
56884,IL,12.5
56885,CA,6.5
56886,AZ,9.952380952
56887,CA,15.0
56888,CA,20.0
56889,IL,20.0
56890,CA,12.5
56891,WI,14.25
56892,CA,14.85714286
56893,MO,12.6
56894,AZ,6.2
56895,IN,16.33333333
56896,IA,15.0
56897,IN,15.0
56898,FL,13.6
56899,MT,12.0
56900,AR,8.333333333
56901,CA,19.0
56902,MI,16.66666667
56903,MO,50.0
56904,CA,10.39130435
56905,KY,12.72727273
56906,TX,4.4375
56907,KS,5.363636364
56908,TX,9.2
56909,CA,4.25
56910,MI,9.285714286
56911,CA,6.916666667
56912,AL,9.0625
56913,TN,20.0
56914,CA,15.0
56915,MI,8.125
56916,FL,6.0
56917,WI,6.545454545
56918,MO,15.36363636
56919,SC,15.0
56920,WA,9.0
56921,CA,13.42857143
56922,GA,15.0
56923,CA,14.25
56924,FL,10.75
56925,MI,18.0
56926,IN,10.0
56927,CO,25.0
56928,CA,4.0
56929,WI,4.8
56930,FL,6.5
56931,WA,12.22222222
56932,FL,6.818181818
56933,MN,7.117647059
56934,CO,8.875
56935,CA,7.133333333
56936,MO,4.411764706
56937,LA,9.545454546
56938,IN,12.5
56939,SC,10.72222222
56940,CA,6.6
56941,MI,20.0
56942,MN,12.55555556
56943,WI,9.0
56944,CA,15.0
56945,NV,8.666666667
56946,IL,12.44444444
56947,MI,17.42857143
56948,IL,3.736842105
56949,MN,17.75
56950,NE,13.0
56951,WA,20.0
56952,OR,8.571428571
56953,CA,13.5
56954,HI,4.5
56955,CA,13.2
56956,IL,10.66666667
56957,IA,27.5
56958,NE,8.888888889
56959,UT,13.0
56960,CA,9.533333333
56961,TX,12.71428571
56962,CA,22.14285714
56963,MI,11.11111111
56964,FL,12.33333333
56965,NC,16.5
56966,CA,11.75
56967,AZ,5.671333333
56968,CA,20.0
56969,CA,22.0
56970,WA,15.0
56971,CA,13.06666667
56972,OR,4.625
56973,MN,20.0
56974,ND,12.0
56975,MS,12.25
56976,OR,17.5
56977,MI,5.384615385
56978,OR,15.0
56979,KY,5.4
56980,MO,14.66666667
56981,WA,15.0
56982,WI,12.66666667
56983,TX,25.0
56984,CA,9.8
56985,WA,30.0
56986,WI,4.958333333
56987,CO,11.8
56988,WY,10.41666667
56989,IL,15.0
56990,IA,13.14814815
56991,TX,16.41666667
56992,FL,9.578947368
56993,OR,14.0
56994,LA,9.9
56995,IL,13.0
56996,CA,12.5
56997,AP,8.2
56998,CA,11.0
56999,TN,9.333333333
57000,HI,10.5
57001,IL,20.0
57002,AL,4.152173913
57003,NC,5.0
57004,OK,6.0
57005,AK,12.0
57006,NC,9.931034483
57007,CA,4.882352941
57008,GA,7.75
57009,FL,19.0
57010,CO,4.444444444
57011,MI,10.83333333
57012,NE,9.2
57013,TX,10.0
57014,CA,32.5
57015,CA,15.0
57016,KS,13.7
57017,CA,10.0
57018,NC,7.9375
57019,IA,2.756756757
57020,NC,9.769230769
57021,CA,14.83333333
57022,UT,15.0
57023,MN,76.5
57024,AZ,9.166666667
57025,NM,8.166666667
57026,CA,20.0
57027,MI,25.0
57028,WA,8.714285714
57029,CA,5.142857143
57030,CA,14.66666667
57031,CA,15.16666667
57032,CA,17.14285714
57033,CA,20.0
57034,OK,20.0
57035,FL,8.111111111
57036,CA,9.833333333
57037,FL,9.7
57038,CA,12.83333333
57039,CA,21.3
57040,MO,6.125
57041,IN,13.94117647
57042,NC,11.54545455
57043,MI,13.89473684
57044,CO,25.0
57045,TN,5.363636364
57046,CO,13.11111111
57047,IL,20.0
57048,MN,19.75
57049,MI,9.666666667
57050,MO,9.714285714
57051,TX,16.66666667
57052,TX,33.33333333
57053,CO,6.811320755
57054,CA,23.0
57055,CA,6.529411765
57056,CA,11.1
57057,WI,6.444444444
57058,LA,11.66666667
57059,FL,6.15
57060,FL,11.0
57061,CA,30.0
57062,TX,12.5
57063,CA,20.0
57064,MO,5.074074074
57065,TN,8.090909091
57066,TX,5.0
57067,CA,7.875
57068,GA,15.0
57069,FL,13.33333333
57070,NC,18.5
57071,CA,11.38461539
57072,WI,17.25
57073,MI,8.92
57074,WI,3.875
57075,CA,10.0
57076,TX,15.0
57077,OR,9.333333333
57078,IL,8.578947368
57079,IL,10.14285714
57080,LA,7.5
57081,SC,27.5
57082,NC,8.333333333
57083,MO,15.71428571
57084,WA,7.941176471
57085,KS,10.25
57086,SC,15.33333333
57087,IL,23.84615385
57088,IL,20.0
57089,NC,19.44444444
57090,GA,15.0
57091,TX,7.052631579
57092,CA,4.466666667
57093,NV,13.5
57094,CA,4.52
57095,OR,10.33333333
57096,AZ,15.0
57097,OR,22.46666667
57098,MI,18.296875
57099,KY,8.333333333
57100,MI,6.448275862
57101,CA,15.0
57102,NV,25.0
57103,IL,15.0
57104,TX,8.692307692
57105,IL,5.5
57106,TN,15.77777778
57107,FL,25.0
57108,CA,5.1
57109,MS,17.11111111
57110,GA,9.416666667
57111,WI,9.0
57112,TX,8.76
57113,GA,16.66666667
57114,FL,16.375
57115,NH,10.30769231
57116,CA,13.875
57117,IL,9.642857143
57118,CA,9.75
57119,MI,11.2
57120,IN,9.0
57121,CA,10.58823529
57122,MN,15.16
57123,CA,10.4
57124,WA,8.222222222
57125,KY,17.5
57126,IN,7.28
57127,CA,5.4
57128,MO,20.0
57129,GA,12.05263158
57130,CA,11.4
57131,CA,15.33333333
57132,MO,15.0
57133,CA,12.5
57134,NV,9.0
57135,CA,20.0
57136,CA,23.0
57137,CA,13.0
57138,IL,7.3
57139,GA,7.0
57140,AZ,10.28571429
57141,CA,9.0
57142,FL,5.8
57143,AR,25.65
57144,CA,10.22222222
57145,LA,5.166666667
57146,IN,5.55
57147,CA,70.0
57148,MI,17.0
57149,CA,20.0
57150,NC,13.3
57151,WI,6.444444444
57152,CA,21.0
57153,KY,12.5
57154,IL,20.5
57155,TX,9.375
57156,CA,15.85714286
57157,TX,4.058823529
57158,ID,20.0
57159,WI,16.54545455
57160,WA,12.75
57161,TX,100.0
57162,NC,20.0
57163,MI,5.888888889
57164,GA,29.9
57165,AZ,24.22222222
57166,CA,6.69047619
57167,GA,8.5
57168,NV,10.25
57169,AL,6.75
57170,NC,23.0
57171,KS,12.5
57172,ID,15.0
57173,FL,4.44
57174,MI,16.77777778
57175,ND,12.33333333
57176,MO,10.5
57177,LA,15.0
57178,MI,9.727777778
57179,AL,7.0
57180,MI,8.571428571
57181,MO,15.0
57182,IL,8.928571429
57183,WA,11.66666667
57184,CA,12.125
57185,CA,10.5
57186,IA,12.18181818
57187,KY,10.5
57188,IL,12.4
57189,CA,20.0
57190,OK,20.0
57191,MI,10.6
57192,GA,9.8
57193,MI,7.543846154
57194,WA,17.675
57195,SC,25.0
57196,NC,25.0
57197,TX,9.090909091
57198,IL,14.15384615
57199,WA,13.33333333
57200,FL,23.75555556
57201,ND,4.2
57202,MO,26.32
57203,TX,9.333333333
57204,NC,7.583333333
57205,GA,8.402
57206,IL,11.42857143
57207,MO,9.529411765
57208,NE,3.444444444
57209,CA,6.071428571
57210,TX,20.0
57211,AL,5.12
57212,IL,20.0
57213,TX,9.5
57214,MI,15.0
57215,IL,7.0625
57216,FL,13.18181818
57217,CA,16.61538462
57218,NV,20.0
57219,CO,16.875
57220,AL,16.66666667
57221,KY,8.545454546
57222,AR,15.0
57223,AZ,11.0
57224,MO,7.0
57225,IL,9.125
57226,OR,5.230769231
57227,AZ,14.57142857
57228,IA,14.5
57229,OR,21.66666667
57230,CA,20.0
57231,TX,25.26666667
57232,CA,14.6
57233,AL,5.4
57234,AZ,6.291666667
57235,NC,8.0
57236,CA,6.0
57237,OK,11.71428571
57238,UT,10.61538462
57239,GA,13.7
57240,FL,3.818181818
57241,GA,8.6
57242,AZ,6.55
57243,TX,11.58823529
57244,IL,24.0
57245,GA,7.571428571
57246,CA,13.75
57247,CA,11.33333333
57248,GA,8.333333333
57249,CA,7.214285714
57250,NM,12.5
57251,TN,23.75
57252,WI,16.66666667
57253,TX,10.1875
57254,AZ,15.36363636
57255,IN,10.0
57256,MT,5.5
57257,TX,25.86666667
57258,CA,15.0
57259,WA,14.71428571
57260,GA,13.0
57261,NE,11.0
57262,CA,4.785714286
57263,NC,12.5
57264,FL,9.42
57265,TX,8.666666667
57266,NC,20.0
57267,TX,9.789473684
57268,CA,15.75
57269,FL,10.5
57270,KY,6.818181818
57271,IL,25.0
57272,TX,6.222222222
57273,ID,20.77777778
57274,AZ,9.777777778
57275,WA,6.25
57276,IL,5.833333333
57277,AZ,16.6
57278,OR,10.07317073
57279,IN,8.5
57280,IL,24.11111111
57281,KY,8.8
57282,MI,10.8
57283,CO,8.9
57284,FL,5.538461539
57285,MN,9.666666667
57286,CA,17.66666667
57287,ND,11.14285714
57288,TN,61.66666667
57289,NC,20.0
57290,IN,10.75
57291,CA,15.0
57292,CA,6.0
57293,CA,10.5
57294,TX,10.47368421
57295,IN,8.538461539
57296,SD,7.75
57297,TX,19.5
57298,IN,23.0
57299,IL,18.75
57300,CA,13.63636364
57301,MI,13.33333333
57302,GA,12.5
57303,MI,8.142857143
57304,TX,6.838709677
57305,FL,4.642857143
57306,MI,30.0
57307,MI,11.66666667
57308,CA,8.3125
57309,FL,16.61111111
57310,IN,13.0
57311,KY,14.5
57312,FL,14.5
57313,OK,14.25
57314,NM,11.36363636
57315,MI,11.625
57316,GA,38.0
57317,CA,8.6
57318,OR,7.857142857
57319,TX,15.0
57320,NC,13.71428571
57321,CA,5.458333333
57322,AL,7.5
57323,MO,8.5
57324,MI,21.0
57325,OR,20.0
57326,KY,10.56666667
57327,SC,10.0
57328,CA,16.66666667
57329,FL,10.0
57330,IL,11.6
57331,AZ,20.16666667
57332,FL,11.25
57333,CA,11.0
57334,CA,8.875
57335,MI,12.28571429
57336,OK,13.4
57337,WI,11.8
57338,NC,15.0
57339,CO,10.63157895
57340,FL,15.0
57341,LA,9.0
57342,IL,4.428571429
57343,FL,7.714285714
57344,FL,14.54545455
57345,MI,13.5
57346,NV,18.0
57347,FL,24.0
57348,CA,13.6
57349,SC,10.5
57350,CA,6.285714286
57351,CA,3.777777778
57352,WA,13.0
57353,MN,5.181818182
57354,ND,7.941176471
57355,SD,10.16666667
57356,SC,15.0
57357,OK,12.0
57358,CA,9.888888889
57359,CA,20.55555556
57360,OR,15.625
57361,FL,12.78571429
57362,AZ,11.25
57363,MI,9.2
57364,AL,15.0
57365,CO,10.0
57366,WA,7.444444444
57367,AP,22.5
57368,CA,6.875
57369,CO,15.66666667
57370,MO,11.31578947
57371,CA,15.0
57372,CA,9.0
57373,CA,15.0
57374,ND,10.69565217
57375,TN,5.2
57376,FL,11.0
57377,CA,9.37037037
57378,KY,15.0
57379,CA,5.555555556
57380,CA,8.75
57381,WA,7.2
57382,CA,20.0
57383,OR,12.5
57384,TX,10.0
57385,MI,9.0
57386,MI,12.33333333
57387,TX,46.07692308
57388,HI,25.0
57389,OK,14.0
57390,IA,4.285714286
57391,IL,14.0
57392,CA,11.42857143
57393,CA,9.583333333
57394,TX,11.0
57395,ID,10.5
57396,LA,11.77777778
57397,TX,12.77777778
57398,CO,13.85714286
57399,AZ,15.0
57400,TN,11.75
57401,FL,3.416666667
57402,WI,20.0
57403,FL,8.885714286
57404,CO,19.0
57405,MI,9.555555556
57406,IN,8.666666667
57407,CA,11.0
57408,FL,9.173913044
57409,NE,14.0
57410,TX,8.5
57411,AL,20.625
57412,TN,6.705882353
57413,AR,19.4
57414,OR,15.23076923
57415,IL,25.0
57416,WA,17.42857143
57417,IN,20.0
57418,OK,6.173913044
57419,CA,14.28571429
57420,NC,20.0
57421,MI,9.666666667
57422,IL,16.5
57423,TX,14.0
57424,TX,15.0
57425,AL,9.0
57426,MO,9.375
57427,AZ,10.33333333
57428,NC,11.8
57429,NE,9.6
57430,MI,13.33333333
57431,OR,5.625
57432,TN,10.0
57433,TN,22.5
57434,OK,8.5
57435,TX,12.33333333
57436,GA,9.0
57437,KS,10.375
57438,FL,9.0
57439,FL,15.46153846
57440,MI,10.0
57441,IL,15.0
57442,TX,4.7
57443,WI,13.0
57444,CA,8.666666667
57445,NM,15.2
57446,WA,12.0
57447,GA,7.142857143
57448,FL,10.31578947
57449,MO,12.5
57450,FL,23.18181818
57451,WA,11.66666667
57452,KY,11.33333333
57453,CA,20.0
57454,CA,13.5
57455,TX,8.857142857
57456,CA,13.27272727
57457,FL,25.0
57458,SC,10.75
57459,IN,3.533333333
57460,FL,12.25
57461,TX,10.5
57462,AL,10.33333333
57463,CA,5.846153846
57464,MO,6.0
57465,MI,19.25
57466,CA,9.8125
57467,WV,13.36
57468,CA,11.625
57469,GA,11.2
57470,CA,10.0
57471,MI,12.0
57472,FL,12.4
57473,WI,10.33333333
57474,MO,6.0
57475,IL,11.88235294
57476,CA,15.0
57477,FL,13.33333333
57478,MT,15.0
57479,CA,5.6
57480,CA,15.0
57481,IL,17.5
57482,GA,10.5
57483,IN,9.0
57484,TN,12.90909091
57485,CA,25.0
57486,MI,20.0
57487,AZ,10.0
57488,CA,15.66666667
57489,WA,12.0
57490,TX,8.076923077
57491,CA,16.0
57492,MI,11.5
57493,FL,9.25
57494,CA,14.0
57495,CA,13.33333333
57496,OR,9.636363636
57497,WA,11.66666667
57498,GA,12.5
57499,FL,7.130434783
57500,NE,2.513157895
57501,AL,20.0
57502,OK,8.2
57503,CA,14.6875
57504,AZ,11.41666667
57505,KS,5.647058824
57506,CA,20.0
57507,MI,15.71428571
57508,MN,4.851851852
57509,GA,15.0
57510,CA,10.68181818
57511,PA,5.75
57512,WA,7.25
57513,CA,25.0
57514,TX,11.35294118
57515,AZ,25.0
57516,WA,13.07407407
57517,GA,8.857142857
57518,AR,20.0
57519,TN,9.733333333
57520,NV,9.916666667
57521,FL,10.5
57522,IN,12.4
57523,CA,20.0
57524,FL,15.0
57525,FL,8.857142857
57526,CA,12.4
57527,OK,9.588235294
57528,IL,18.4
57529,CA,8.083333333
57530,TX,26.25
57531,AK,20.0
57532,IN,27.0
57533,OK,16.5
57534,ID,7.272727273
57535,AZ,10.0
57536,TX,8.5
57537,WA,30.0
57538,MI,8.848484849
57539,GA,11.0
57540,CA,8.428571429
57541,CO,10.0
57542,NC,11.95666667
57543,SC,23.77777778
57544,CA,20.0
57545,CA,6.754716981
57546,GA,8.6
57547,IL,20.0
57548,WA,14.22222222
57549,CA,11.66666667
57550,AZ,11.66666667
57551,CA,16.0
57552,MT,7.375
57553,CA,9.653846154
57554,KS,14.0
57555,NC,20.0
57556,SC,11.38461539
57557,AR,10.66666667
57558,KY,5.033333333
57559,MN,15.83333333
57560,AZ,12.25
57561,CO,22.14285714
57562,CA,25.0
57563,AL,5.1875
57564,MI,15.0
57565,NC,4.227272727
57566,AZ,6.857142857
57567,FL,13.4
57568,FL,9.833333333
57569,CA,20.0
57570,CA,23.5
57571,WA,15.0
57572,FL,25.0
57573,CA,6.32
57574,IL,15.0
57575,CA,9.166666667
57576,CA,9.333333333
57577,TX,10.33333333
57578,MI,5.384615385
57579,CA,7.0
57580,TX,18.0
57581,MN,20.0
57582,SC,4.157894737
57583,AR,7.789473684
57584,CA,7.6
57585,TX,9.8
57586,MI,11.5
57587,AL,8.5
57588,LA,8.80952381
57589,IL,5.303030303
57590,CO,11.55555556
57591,CA,17.58
57592,CA,12.5
57593,SD,12.1
57594,CA,15.85714286
57595,NC,10.2
57596,MO,19.36363636
57597,CA,22.5
57598,CO,24.0
57599,AL,26.36363636
57600,WI,6.733333333
57601,AZ,12.66666667
57602,FL,13.5
57603,OR,8.894736842
57604,OR,11.0
57605,TX,15.0
57606,OK,15.95
57607,MI,12.25
57608,GA,10.2631579
57609,UT,7.75
57610,NV,13.0
57611,IN,17.75
57612,FL,8.142857143
57613,MO,9.5625
57614,TN,12.0
57615,GA,12.5
57616,IL,13.0
57617,MI,15.0
57618,IL,15.0
57619,MI,34.4
57620,FL,12.0
57621,UT,15.0
57622,IL,15.0
57623,MI,7.5
57624,CA,41.66666667
57625,GA,19.66666667
57626,WY,10.25
57627,MI,10.0
57628,MI,7.761904762
57629,KY,20.0
57630,CA,39.44444444
57631,FL,11.6
57632,TN,25.0
57633,AZ,12.80952381
57634,GA,5.05
57635,CA,23.0
57636,CA,15.71428571
57637,IN,13.0
57638,GA,7.534545455
57639,NE,4.333333333
57640,ND,5.333333333
57641,CA,13.33333333
57642,SC,15.0
57643,TX,10.0
57644,IL,9.428571429
57645,HI,20.0
57646,CA,11.66666667
57647,WA,11.33333333
57648,TX,5.571428571
57649,TX,15.0
57650,CA,23.4
57651,IN,8.0
57652,GA,20.0
57653,AZ,8.333333333
57654,SD,6.466666667
57655,MN,23.0
57656,CA,3.95
57657,AR,9.5
57658,WI,7.8
57659,TX,15.0
57660,FL,11.57142857
57661,WA,10.0
57662,MO,31.0
57663,IL,8.0
57664,LA,25.0
57665,GA,6.0
57666,TX,14.14285714
57667,IL,12.77777778
57668,FL,20.0
57669,FL,4.804347826
57670,WI,5.0
57671,TX,20.0
57672,NV,17.6
57673,IL,6.708333333
57674,MI,22.5
57675,FL,30.77777778
57676,AZ,7.625
57677,IL,12.5
57678,IN,4.083333333
57679,IL,7.357142857
57680,NV,5.3
57681,IA,10.9
57682,TX,6.5
57683,CO,17.5
57684,UT,12.33333333
57685,NE,10.33333333
57686,TX,5.0
57687,CA,16.75
57688,MI,18.33333333
57689,CA,23.33333333
57690,IL,15.83333333
57691,NC,10.33333333
57692,TN,22.85714286
57693,SC,11.8
57694,GA,12.64285714
57695,CA,16.0
57696,FL,7.4
57697,LA,13.75
57698,IL,20.0
57699,IL,10.42105263
57700,OK,7.545454545
57701,IA,5.727272727
57702,WI,9.066666667
57703,TX,22.36363636
57704,TX,25.0
57705,FL,9.0
57706,HI,25.0
57707,LA,20.0
57708,CA,14.0
57709,ID,15.5
57710,CA,7.125
57711,CA,15.0
57712,LA,15.0
57713,MI,10.0
57714,AZ,10.11111111
57715,MI,15.0
57716,NC,20.0
57717,FL,7.243243243
57718,GA,11.375
57719,AZ,14.0
57720,IL,9.363636364
57721,MI,5.3125
57722,IL,7.75
57723,LA,15.66666667
57724,FL,24.5
57725,MI,25.0
57726,NE,7.181818182
57727,FL,7.0
57728,UT,10.5
57729,AK,12.25
57730,FL,28.33333333
57731,GA,15.0
57732,NM,4.636363636
57733,AK,29.28571429
57734,CA,4.368421053
57735,FL,7.9375
57736,CA,25.0
57737,NE,17.5
57738,NM,20.0
57739,AR,44.66666667
57740,LA,13.0
57741,CA,10.33333333
57742,WA,13.26666667
57743,WI,21.33333333
57744,CA,24.44444444
57745,CA,25.0
57746,CA,3.909090909
57747,CA,21.84615385
57748,NM,7.366666667
57749,TX,10.5
57750,AZ,11.66666667
57751,IL,6.857142857
57752,WI,8.111111111
57753,IL,7.333333333
57754,TX,11.5
57755,NC,25.0
