controln,state,gender,medianhv,ic1,ic4,hvp1,percapita,pobc1,pobc2,ic2,ic3,avggift,tcode,dob,domain,target_d
107235,NE,M,1344.0,639,758.0,12,27610.0,4,53,733.0,676,7.214285714,1,3001,S1,11.0
67304,MI,F,1335.0,597,724.0,24,28770.0,4,67,682.0,644,22.25,0,4802,T1,20.0
82040,WI,male,493.0,213,294.0,1,10815.0,2,81,248.0,258,2.674418605,1,2403,R2,3.0
43674,FL,F,888.0,328,410.0,0,17342.0,5,13,368.0,371,5.714285714,28,0,C2,10.0
159171,CA,F,1968.0,416,496.0,45,16541.0,9,50,485.0,449,9.4,0,3308,C2,15.0
64400,IN,M,1033.0,329,473.0,4,16482.0,14,47,460.0,376,15.0,1,5701,C1,21.0
11284,FL,M,934.0,324,478.0,9,17408.0,4,11,391.0,404,6.366666667,0,3201,C2,4.0
74419,MI,F,578.0,242,328.0,1,12451.0,2,83,306.0,279,9.857142857,0,0,T2,10.0
55840,MS,M,406.0,240,265.0,0,6733.0,1,61,243.0,255,17.5,0,4701,T2,16.0
22176,NC,M,474.0,163,253.0,1,10597.0,1,73,205.0,218,9.133333333,1,0,R3,12.0
25678,FL,M,721.0,302,365.0,2,12474.0,3,51,339.0,335,8.875,1,0,C1,20.0
107569,NE,M,443.0,231,323.0,0,11042.0,1,79,288.0,281,36.11111111,1,4601,R2,50.0
70301,MI,F,841.0,334,462.0,0,17676.0,2,79,409.0,378,10.0,2,3101,S1,5.0
39020,FL,M,724.0,327,371.0,0,15784.0,19,25,384.0,319,12.5,1002,4801,S1,21.0
125906,TX,F,924.0,414,438.0,1,14092.0,3,55,443.0,427,4.666666667,1,2901,T1,6.0
23934,SC,F,1056.0,405,485.0,5,15432.0,6,78,498.0,444,3.589285714,2,5201,T2,25.0
112751,OK,F,1017.0,672,673.0,2,18233.0,0,55,700.0,647,13.8,0,4201,T1,50.0
3651,MI,F,668.0,300,385.0,8,14567.0,3,24,322.0,344,25.83333333,2,3001,0,25.0
1068,CA,F,3528.0,814,867.0,98,25564.0,18,43,808.0,867,6.162790698,2,3103,S1,5.0
120128,TX,F,417.0,277,326.0,0,10308.0,0,89,300.0,258,14.0,0,3501,R2,15.0
152092,CA,F,1232.0,203,267.0,1,10129.0,14,37,229.0,241,3.714285714,28,3201,C3,5.0
85913,SD,M,396.0,248,304.0,1,10419.0,1,18,274.0,284,9.727272727,1,3001,R2,14.0
43226,FL,M,764.0,269,353.0,1,13439.0,10,9,307.0,317,15.0,1,2201,C2,20.0
60738,IN,F,877.0,419,496.0,0,16981.0,14,53,473.0,450,5.25,2,4901,S1,5.0
60571,IN,M,696.0,354,472.0,3,15493.0,0,73,402.0,407,10.5,1,0,T2,15.0
131913,CO,F,1109.0,513,636.0,4,20235.0,0,64,587.0,606,13.25,0,1607,S1,19.0
172140,CA,F,2099.0,588,643.0,53,19738.0,3,66,609.0,610,10.7,0,5201,T1,10.0
147753,CA,F,4778.0,792,987.0,95,35530.0,9,58,981.0,849,19.25,0,2701,S1,25.0
161856,CA,M,2264.0,430,392.0,68,16795.0,13,42,441.0,404,11.0,1,1901,C1,15.0
140611,NM,F,740.0,240,324.0,2,10701.0,9,26,288.0,294,4.375,2,5101,T2,4.0
30068,GA,F,573.0,250,316.0,0,9846.0,1,84,295.0,285,7.153846154,0,5001,R2,12.0
96175,IL,M,258.0,60,209.0,0,4884.0,7,63,120.0,89,5.555555556,1,1501,T3,5.0
727,IA,F,240.0,232,315.0,0,10744.0,1,85,280.0,271,2.260869565,0,2401,R3,2.0
188893,NC,M,701.0,297,468.0,1,15258.0,3,74,335.0,405,15.5,4,0,T2,25.0
110425,LA,F,305.0,95,182.0,1,6104.0,0,83,103.0,162,13.33333333,0,5201,R3,20.0
54897,GA,,1271.0,733,752.0,4,23282.0,5,39,752.0,743,15.09090909,1,5509,S1,20.0
173772,HI,F,1233.0,310,399.0,20,11450.0,11,71,347.0,365,7.923076923,0,0,R2,10.0
25560,GA,F,802.0,479,555.0,1,16469.0,2,65,488.0,531,11.05882353,2,4101,C2,14.0
185886,WI,male,929.0,315,438.0,3,17069.0,4,80,403.0,341,5.142857143,1,0,S2,5.0
175847,OR,F,2070.0,540,876.0,53,33467.0,4,41,781.0,678,5.5,0,3001,S1,10.0
29610,GA,M,387.0,191,325.0,1,11604.0,0,74,221.0,285,4.923076923,1002,0,T2,5.0
86926,MT,female,585.0,197,288.0,0,11955.0,1,58,244.0,228,8.8,0,3001,R2,15.0
179235,WA,male,1133.0,596,610.0,1,19287.0,2,59,596.0,591,9.0,1,6401,S1,12.0
8276,CA,M,5914.0,1490,1282.0,98,58689.0,17,38,1500.0,1275,12.63157895,1,4409,S1,15.0
27108,GA,F,656.0,304,312.0,3,14123.0,0,58,309.0,308,7.35,2,2101,S2,15.0
56860,KY,F,439.0,328,356.0,0,9955.0,0,84,335.0,350,11.25,0,6601,T2,24.0
157817,CA,F,2356.0,520,762.0,77,31180.0,7,43,683.0,651,11.28,3,4101,S1,11.0
135296,AZ,Female,967.0,254,408.0,13,19177.0,7,9,359.0,287,6.333333333,0,1501,C2,11.0
80995,WI,male,342.0,174,262.0,0,8356.0,1,81,228.0,217,5.857142857,1,2509,R3,5.0
95943,IL,M,435.0,353,373.0,1,13341.0,1,65,399.0,345,10.0,1,2901,C2,13.0
188141,FL,,578.0,248,338.0,6,12336.0,3,51,280.0,309,14.42857143,1,0,S1,25.0
13523,NV,F,463.0,177,233.0,0,8068.0,0,51,189.0,221,14.0,0,4103,R2,40.0
7518,WI,male,607.0,298,361.0,1,12279.0,1,82,330.0,324,4.842105263,1,0,0,5.0
7637,Tennessee,F,353.0,179,258.0,0,9059.0,0,51,220.0,221,9.0,0,1801,R3,10.0
40655,FL,M,810.0,295,430.0,0,19398.0,2,24,373.0,374,11.0,0,3601,C2,20.0
87505,MT,female,375.0,200,222.0,0,7976.0,0,62,181.0,225,8.388888889,0,2101,C3,8.0
176380,OR,M,865.0,459,615.0,4,21364.0,6,36,536.0,530,10.0,0,4901,C1,15.0
45367,FL,M,1172.0,455,525.0,6,18415.0,3,28,502.0,487,25.0,1002,6501,U1,30.0
112496,AR,Female,1906.0,512,896.0,44,41437.0,0,21,540.0,759,8.125,0,0,C1,10.0
119576,TX,M,916.0,505,571.0,0,18849.0,3,68,571.0,496,9.2,1,5901,S1,9.0
9923,TX,F,1234.0,363,561.0,19,21054.0,3,58,456.0,441,11.23529412,28,4501,0,14.0
69963,MI,F,567.0,359,405.0,0,14794.0,0,80,395.0,370,23.125,0,3908,S3,25.0
32538,FL,F,752.0,346,413.0,0,14353.0,9,24,367.0,374,5.307692308,0,1509,S2,6.0
175139,OR,M,685.0,237,338.0,0,11659.0,6,54,305.0,306,10.0,1,2812,T2,15.0
138552,AZ,M,611.0,289,354.0,0,9529.0,7,56,302.0,332,10.30769231,1,2103,S2,10.0
160103,CA,F,0.0,0,0.0,0,0.0,0,0,0.0,0,5.25,0,3601,S2,5.0
152151,CA,M,1447.0,296,434.0,9,17489.0,9,44,402.0,355,23.85714286,0,0,S3,42.0
174271,HI,M,2786.0,301,393.0,68,16808.0,19,67,366.0,340,15.83333333,1,0,U1,18.0
41434,FL,M,782.0,435,451.0,0,14253.0,2,33,437.0,443,6.588235294,1002,4710,U4,5.0
3312,WI,male,930.0,397,552.0,2,17794.0,1,76,511.0,441,11.44444444,1,5001,T1,15.0
120805,TX,F,693.0,332,390.0,5,15009.0,3,75,339.0,367,6.428571429,0,3501,C2,5.0
2889,OK,F,208.0,210,305.0,0,11711.0,0,60,261.0,261,3.181818182,2,1601,R2,3.0
162271,CA,M,4474.0,467,687.0,87,27544.0,18,41,608.0,583,10.0,0,0,S1,15.0
74955,IA,F,334.0,165,268.0,0,10461.0,0,84,193.0,219,12.61290323,0,2411,T3,10.0
151846,CA,M,1234.0,284,284.0,2,8270.0,27,38,276.0,308,5.75,0,0,S1,10.0
148546,CA,M,4286.0,811,947.0,95,33614.0,24,41,910.0,883,5.133333333,1,1201,S1,6.0
12837,IL,F,1072.0,547,636.0,0,17662.0,10,83,597.0,555,18.6,28,5401,S2,10.0
119868,TX,F,696.0,409,470.0,1,18427.0,1,77,439.0,439,10.42857143,0,1302,T1,10.0
185517,CA,M,1734.0,607,674.0,31,22234.0,5,50,635.0,638,8.571428571,1,3301,S1,10.0
441,IL,F,550.0,91,254.0,6,10050.0,0,49,163.0,166,5.5,2,4101,U4,10.0
132347,CA,M,3874.0,776,852.0,94,29217.0,6,42,759.0,865,14.0,1,0,C1,20.0
127444,CO,M,759.0,270,352.0,3,13278.0,5,32,307.0,316,18.5,1,5609,C1,21.0
149767,CA,M,2105.0,535,578.0,59,17785.0,43,28,555.0,557,10.44444444,1,2903,U2,15.0
172315,CA,F,1368.0,379,528.0,20,23121.0,7,56,416.0,487,6.852941177,2,1506,U1,8.0
43001,FL,F,1167.0,267,349.0,20,14192.0,11,20,274.0,323,15.0,0,0,C2,15.0
15416,NC,M,859.0,428,482.0,0,15841.0,1,71,454.0,442,20.0,1,5001,C2,30.0
141396,NV,M,1291.0,349,447.0,20,14894.0,4,23,373.0,402,10.5,1,0,S1,10.0
137743,AZ,Female,962.0,349,487.0,1,20739.0,13,4,379.0,419,5.733333333,2,2309,C1,8.0
118487,TX,F,420.0,171,293.0,1,10643.0,1,78,234.0,247,15.0,0,6801,R2,20.0
33393,FL,F,1571.0,473,526.0,28,21109.0,17,15,496.0,518,22.5,28,5101,T1,10.0
79622,WI,F,842.0,463,493.0,0,15371.0,3,70,469.0,492,9.913043478,202,1610,T2,5.0
99209,IL,F,517.0,303,416.0,1,15032.0,0,74,344.0,348,2.578947368,2,701,C2,3.0
23056,SC,F,1299.0,577,596.0,2,19461.0,0,43,589.0,590,4.0,0,4601,S1,12.5
105068,KS,U,731.0,354,423.0,2,14555.0,0,76,370.0,398,5.304347826,0,0,R2,7.0
170479,CA,F,670.0,182,252.0,1,8448.0,1,74,194.0,239,8.857142857,0,4201,R2,10.0
135174,AZ,Female,593.0,230,317.0,0,11405.0,3,42,319.0,272,12.75,28,3002,U3,25.0
116669,TX,M,444.0,203,286.0,0,9449.0,1,80,241.0,249,5.8,1,3201,S2,10.0
126415,TX,M,509.0,237,291.0,2,9830.0,26,49,262.0,263,5.333333333,1,3501,S2,5.0
97736,IL,M,570.0,273,406.0,0,15035.0,6,68,322.0,341,8.0,1,5303,C2,15.0
132437,CO,F,516.0,231,295.0,2,10607.0,1,56,252.0,275,9.857142857,2,3501,R2,13.0
169198,CA,F,960.0,288,314.0,2,13094.0,6,60,272.0,329,23.75,0,4201,C2,25.0
126949,TX,F,0.0,0,0.0,0,0.0,0,0,0.0,0,10.5,0,4001,C3,10.0
24040,SC,M,781.0,357,408.0,1,13977.0,1,54,375.0,373,8.769230769,2,3504,T1,20.0
51692,Tennessee,F,829.0,345,432.0,1,16592.0,0,57,394.0,404,10.6,0,2607,T1,15.0
38539,FL,F,1458.0,275,597.0,24,34713.0,22,3,446.0,427,5.5,0,3205,C1,13.0
181462,WA,F,978.0,312,384.0,5,12859.0,3,58,329.0,369,15.33333333,2,2001,R1,23.0
153771,CA,F,2111.0,463,580.0,56,22198.0,6,32,551.0,529,20.0,0,3201,C1,25.0
25558,GA,M,899.0,489,513.0,1,16749.0,4,60,503.0,503,10.5,1,4901,C2,15.0
182916,WA,F,666.0,358,486.0,1,17162.0,4,43,432.0,394,20.0,28,3401,C2,25.0
162213,CA,M,5000.0,665,827.0,98,37898.0,9,44,780.0,737,10.30769231,1,2201,S1,7.0
177039,OR,F,620.0,232,331.0,0,11354.0,3,44,288.0,284,9.729166667,0,2206,R2,21.0
107264,NE,M,612.0,359,400.0,0,14320.0,3,64,404.0,380,13.0,2,5201,C1,20.0
60708,IN,U,482.0,344,447.0,0,13525.0,0,55,429.0,401,3.117647059,2,0,T2,5.0
12234,CA,F,2247.0,357,500.0,60,18748.0,10,56,425.0,430,9.517241379,0,2201,C2,10.0
59240,IN,F,1395.0,575,704.0,28,24518.0,7,61,580.0,687,9.0,0,0,S1,10.0
127028,TX,F,586.0,242,348.0,0,13539.0,2,65,295.0,288,9.142857143,0,0,S2,18.0
72321,MI,M,628.0,310,369.0,2,12788.0,3,71,344.0,337,8.333333333,1,0,R2,10.0
161309,CA,M,1601.0,329,492.0,21,14811.0,13,62,351.0,453,11.85714286,1,5509,R1,18.0
58991,KY,M,277.0,112,168.0,0,5611.0,0,74,123.0,154,20.0,1,3302,R3,10.0
136772,AZ,,801.0,349,476.0,0,15610.0,2,34,416.0,410,12.22222222,980,5206,S2,19.0
190560,KS,M,220.0,181,272.0,0,9296.0,2,71,238.0,220,3.727272727,0,2601,0,5.0
158022,CA,F,2380.0,420,586.0,77,32129.0,6,21,490.0,567,8.47826087,0,1801,C1,15.0
177260,OR,M,492.0,198,284.0,1,9629.0,2,39,229.0,247,5.916666667,1,4606,R2,2.0
179257,WA,male,1449.0,605,657.0,3,17504.0,10,46,618.0,635,6.666666667,1,6201,S1,10.0
13434,NC,M,1044.0,269,329.0,15,12648.0,5,40,299.0,278,10.10526316,2,2202,R2,15.0
45351,FL,F,969.0,356,460.0,8,18690.0,6,14,390.0,401,26.0,2,2906,C2,25.0
102534,AZ,M,1390.0,386,482.0,18,25272.0,6,0,412.0,457,12.55555556,2,2209,T1,10.0
134159,UT,F,693.0,343,383.0,0,9139.0,2,81,357.0,367,20.0,0,0,T2,15.0
59746,IN,F,537.0,341,428.0,1,13705.0,1,82,393.0,388,4.848484849,2,0,T2,4.0
102953,MO,F,652.0,236,372.0,5,13699.0,2,57,309.0,303,15.0,0,5601,T2,21.0
149598,CA,F,2679.0,564,592.0,83,25475.0,16,44,600.0,595,8.95,2,710,U1,10.0
45968,FL,F,1155.0,328,458.0,12,15451.0,2,35,399.0,399,12.5,0,6101,R2,18.0
94486,IL,M,1358.0,447,501.0,3,18607.0,25,61,481.0,470,7.545454545,1,1501,U1,6.0
165641,CA,F,2192.0,364,487.0,68,17677.0,14,62,425.0,407,3.777777778,2,2501,U1,4.0
19779,NC,M,1285.0,608,676.0,11,23458.0,3,41,636.0,640,17.625,1,4301,S1,15.0
1249,IL,M,1435.0,423,517.0,6,18160.0,10,78,473.0,485,9.384615385,1,0,S2,32.0
57119,KY,M,556.0,247,322.0,0,10031.0,1,82,288.0,274,10.54545455,2,2111,T2,20.0
158615,CA,F,2875.0,290,442.0,75,24936.0,14,34,374.0,347,10.0,0,2601,S1,15.0
153353,CA,F,885.0,207,220.0,1,6142.0,35,47,171.0,263,18.2,2,2710,U4,27.0
42686,FL,F,824.0,263,352.0,3,13532.0,8,13,289.0,313,20.0,0,0,C2,20.0
71744,MI,M,727.0,148,463.0,2,18187.0,5,63,383.0,260,17.0,1,1104,C2,36.0
116608,TX,F,570.0,226,301.0,2,10637.0,1,76,249.0,276,10.0625,2,2201,R2,25.0
176138,OR,M,0.0,0,0.0,0,0.0,0,0,0.0,0,8.3125,2,0,C2,10.0
190789,MI,M,1770.0,712,730.0,15,24238.0,10,79,720.0,713,12.0,0,1707,S1,18.0
109450,LA,F,590.0,252,329.0,0,11072.0,0,77,282.0,309,7.545454545,2,2501,T2,11.0
102741,MO,F,238.0,176,287.0,0,10253.0,0,82,225.0,233,14.42857143,0,2201,R2,20.0
59598,IN,M,521.0,252,343.0,0,10057.0,2,71,297.0,293,18.18181818,2,0,T2,15.0
157481,CA,,2439.0,521,619.0,68,21808.0,17,48,572.0,574,17.0,0,5201,S1,19.0
21922,NC,female,844.0,263,352.0,21,12936.0,0,55,286.0,323,15.53571429,0,3001,R3,20.0
35908,FL,F,693.0,373,463.0,7,16854.0,1,24,457.0,413,15.0,0,5001,S2,20.0
105331,KS,M,237.0,194,261.0,0,9190.0,0,80,222.0,218,12.5,1,4801,R2,20.0
157728,CA,M,2102.0,342,463.0,57,16054.0,14,57,412.0,416,15.0,1,0,S2,20.0
81073,WI,F,571.0,243,349.0,0,13144.0,3,74,307.0,295,9.166666667,2,4701,C2,10.0
38471,FL,F,1033.0,471,598.0,25,22327.0,6,36,545.0,544,13.77777778,2,5001,0,25.0
163675,CA,,1693.0,423,492.0,23,17493.0,6,58,467.0,457,10.875,0,3501,U2,10.0
11195,MT,M,589.0,289,334.0,0,12204.0,0,54,318.0,294,11.8,2,1801,C2,10.0
5144,TX,M,1938.0,171,205.0,50,7708.0,33,40,174.0,197,10.06060606,1,0,C2,15.0
37221,FL,M,775.0,236,363.0,0,15628.0,14,8,296.0,308,3.956521739,0,1107,U3,6.0
187959,NC,,1024.0,360,429.0,11,15002.0,1,33,364.0,396,7.5,0,0,T2,10.0
95536,IL,F,886.0,482,433.0,3,13887.0,0,68,465.0,447,16.66666667,28,4601,T2,20.0
103330,MO,F,915.0,377,492.0,7,16206.0,3,62,432.0,445,10.33333333,0,4508,T1,50.0
174360,OR,F,1163.0,617,655.0,2,24280.0,12,30,631.0,633,8.916666667,0,5408,S1,11.0
173805,HI,F,2506.0,449,517.0,70,16302.0,8,55,455.0,501,8.875,28,1501,T1,50.0
30745,GA,F,717.0,339,424.0,3,14609.0,3,53,388.0,381,12.5,0,0,T3,25.0
20645,NC,female,405.0,187,214.0,0,7303.0,1,91,182.0,216,11.33333333,0,0,R3,10.0
27928,GA,M,1025.0,425,519.0,4,17688.0,1,58,493.0,470,13.0,1,1804,T1,12.0
80866,WI,F,438.0,342,373.0,0,11227.0,0,81,360.0,339,4.545454546,0,2701,R2,4.0
55408,MS,M,1449.0,735,791.0,28,29612.0,0,74,783.0,720,5.25,28,4612,T1,4.0
54674,MS,M,440.0,270,364.0,0,11109.0,0,75,288.0,315,4.705882353,1,2201,T2,5.0
185287,CA,F,1812.0,415,464.0,19,16451.0,7,52,452.0,435,4.615384615,2,6301,S2,5.0
178009,OR,M,779.0,215,262.0,1,9279.0,4,25,223.0,249,4.037037037,1,1803,R2,5.0
143069,CA,M,3431.0,549,664.0,86,20683.0,20,51,626.0,610,15.2,1,2601,U3,20.0
28874,GA,M,928.0,243,472.0,18,17216.0,11,68,310.0,396,17.5,2,3601,T2,21.0
144110,CA,F,5882.0,533,657.0,98,31652.0,40,23,596.0,623,9.777777778,0,3509,U1,15.0
77116,WI,F,660.0,308,370.0,1,11996.0,2,90,326.0,351,9.111111111,0,6101,R2,10.0
3553,WA,male,732.0,411,445.0,0,13863.0,3,33,425.0,434,16.28571429,1,1601,S2,20.0
60265,IN,F,225.0,191,226.0,0,7426.0,0,79,198.0,185,3.15,0,3803,C3,5.0
74552,MI,F,376.0,253,321.0,0,10637.0,1,89,304.0,281,4.555555556,0,0,T2,3.0
29215,GA,F,920.0,323,449.0,9,15305.0,1,65,375.0,404,17.375,0,2009,C1,38.0
3504,OR,F,700.0,360,424.0,0,13620.0,4,54,390.0,394,15.77777778,0,1901,S2,17.0
65114,MI,M,764.0,221,458.0,1,16824.0,3,74,385.0,305,3.966666667,2,0,T2,3.0
105823,KS,M,738.0,458,503.0,0,17494.0,1,60,509.0,479,6.5,1,4601,S1,2.5
26410,GA,F,821.0,361,442.0,0,16822.0,9,36,413.0,407,20.33333333,28,2201,S1,28.0
24080,SC,M,475.0,285,301.0,1,9446.0,0,86,302.0,275,25.0,0,4501,R2,25.0
159696,CA,F,1392.0,343,516.0,16,19194.0,14,72,381.0,484,15.0,28,5401,R2,15.0
24644,UT,F,866.0,399,475.0,2,10550.0,0,77,426.0,446,8.166666667,28,5201,T2,25.0
6457,CA,F,956.0,205,325.0,6,13234.0,8,34,272.0,272,6.085714286,2,0,T2,15.0
168317,CA,U,2341.0,311,502.0,70,13577.0,12,50,469.0,427,8.0,0,0,U1,13.0
159553,WA,male,1009.0,557,619.0,4,17660.0,1,44,562.0,615,5.333333333,1,3601,R2,7.0
56049,MS,female,398.0,243,309.0,0,9897.0,1,81,277.0,270,9.5,0,2709,R2,14.0
63865,IN,M,448.0,239,320.0,0,11284.0,0,80,291.0,274,5.578947368,1,3506,T2,12.0
62084,IN,M,522.0,280,334.0,1,10311.0,1,64,293.0,323,13.41666667,1,0,R2,20.0
165719,CA,F,3567.0,639,832.0,88,35491.0,6,46,739.0,710,3.411764706,0,4901,C1,4.0
171950,CA,F,1444.0,439,485.0,10,16815.0,8,60,441.0,475,6.8,0,3001,S2,10.0
118367,TX,,462.0,214,311.0,0,10650.0,2,76,266.0,274,10.0,1,3701,R2,19.0
41187,FL,M,514.0,222,298.0,1,11184.0,9,53,258.0,268,15.0,0,0,U4,15.0
132304,CO,F,774.0,360,396.0,1,16493.0,0,36,367.0,392,5.888888889,0,2001,T1,10.0
138944,AZ,Female,1436.0,298,466.0,25,20792.0,9,12,378.0,395,7.571428571,0,3201,C1,11.0
161204,CA,M,633.0,269,299.0,1,9551.0,12,64,273.0,291,25.0,1,0,R2,20.0
186579,CA,F,1869.0,559,600.0,38,20539.0,5,61,560.0,577,6.157894737,0,0,T2,5.0
11978,CO,M,1213.0,363,493.0,19,18860.0,3,33,416.0,436,12.46076923,1,4401,R1,15.0
117711,TX,F,271.0,114,258.0,0,7545.0,0,76,180.0,168,13.6,0,3004,C2,16.0
38924,FL,M,740.0,314,348.0,0,11579.0,18,23,318.0,348,15.0,1,3201,U3,20.0
47448,AL,Male,714.0,324,463.0,0,16087.0,3,81,463.0,383,4.571428571,1,0,S2,5.0
182479,WA,F,457.0,259,370.0,0,12804.0,4,63,323.0,308,6.8,28,0,T2,15.0
96075,IL,M,568.0,220,353.0,0,12599.0,0,84,279.0,282,4.7,1,2402,T2,5.0
138997,AZ,M,480.0,173,235.0,1,9091.0,2,21,214.0,214,9.714285714,1,2506,T3,12.0
108989,LA,F,1381.0,631,776.0,19,29012.0,1,64,672.0,718,15.0,0,5701,C1,15.0
87016,MT,female,425.0,169,163.0,0,17618.0,0,70,163.0,277,22.83333333,2,0,R2,23.0
12666,AZ,M,863.0,274,446.0,0,22486.0,4,0,325.0,368,68.8,0,3201,T1,75.0
34302,FL,F,837.0,321,431.0,8,13796.0,3,49,341.0,397,11.47619048,0,2403,T2,14.0
3018,CA,F,1429.0,260,329.0,12,9400.0,35,44,253.0,315,12.0,76,0,0,25.0
145231,CA,,0.0,303,725.0,0,33139.0,22,16,664.0,388,5.466666667,0,0,U2,6.0
152418,CA,M,1637.0,345,454.0,33,15788.0,8,46,405.0,403,11.625,1,3101,R2,12.0
65061,MI,M,1559.0,557,666.0,27,25181.0,7,80,621.0,604,20.0,0,5211,S1,25.0
72220,MI,F,835.0,473,507.0,2,16227.0,5,67,497.0,477,9.375,2,2307,C1,15.0
112288,CA,F,1259.0,389,458.0,13,15213.0,10,54,396.0,434,13.16666667,0,3001,R3,12.0
109539,LA,F,599.0,271,352.0,0,11920.0,0,83,335.0,302,13.73333333,2,5212,T2,20.0
7836,CA,M,2123.0,458,539.0,56,16611.0,11,49,480.0,517,24.11538462,1002,2201,T1,25.0
41448,FL,F,1503.0,396,659.0,29,25969.0,8,33,572.0,519,9.857142857,0,4206,U1,15.0
110822,AR,Female,576.0,284,351.0,0,10860.0,1,78,311.0,326,12.4,2,0,C1,20.0
66163,MI,F,922.0,448,526.0,1,20513.0,2,77,481.0,504,10.5,2,0,S1,10.0
6183,WA,male,1598.0,510,568.0,9,17443.0,6,42,514.0,557,25.8,1,2409,0,100.0
124787,TX,F,626.0,235,272.0,2,7918.0,22,68,246.0,258,15.0,0,0,S2,20.0
109644,FL,J,546.0,250,270.0,0,10078.0,8,27,258.0,262,12.07692308,1002,2509,T2,5.0
105650,KS,F,491.0,325,356.0,0,13143.0,0,74,342.0,334,4.333333333,0,1901,T2,10.0
45982,FL,F,607.0,285,362.0,1,12378.0,2,29,344.0,331,8.0,0,0,T2,15.0
14437,CO,M,844.0,350,393.0,0,13175.0,1,49,356.0,386,8.344827586,1,2705,S2,20.0
10399,NE,F,275.0,192,338.0,0,11164.0,0,89,252.0,286,10.0,2,0,R2,10.0
151828,CA,M,956.0,190,303.0,4,8899.0,27,44,278.0,257,9.666666667,1,2701,U4,10.0
162606,CA,F,2653.0,418,444.0,86,13440.0,31,50,417.0,448,12.5,0,4301,S2,9.0
141809,CA,F,788.0,71,155.0,0,6409.0,28,33,119.0,116,8.2,2,0,T3,8.0
178884,WA,male,1244.0,418,459.0,2,14816.0,10,46,423.0,450,15.0,2,5201,S2,15.0
178098,OR,F,407.0,186,271.0,0,9728.0,1,53,220.0,232,4.411764706,2,3103,R2,6.0
116082,TX,M,569.0,328,359.0,0,11879.0,6,63,336.0,342,7.333333333,1,3301,C2,10.0
190769,AR,M,855.0,257,374.0,6,14500.0,1,56,267.0,345,10.0,0,0,S2,10.0
177087,OR,M,619.0,372,423.0,0,13208.0,0,42,394.0,409,11.4,0,6401,C2,12.0
101654,MO,F,634.0,322,406.0,0,14128.0,1,64,378.0,355,15.33333333,0,4201,C2,18.0
62760,IN,M,397.0,297,362.0,0,11981.0,1,79,340.0,317,3.7,0,0,R2,5.0
135406,AZ,M,742.0,395,441.0,0,13179.0,2,36,399.0,421,11.0,1,4106,S2,25.0
142409,NV,M,607.0,356,431.0,1,13714.0,7,26,397.0,393,7.666666667,1,2201,R2,10.0
79627,WI,male,2083.0,264,493.0,52,19012.0,6,61,338.0,393,9.375,1,2408,S1,10.0
27310,GA,M,866.0,457,506.0,0,15079.0,1,63,458.0,501,10.0,1,2101,T2,15.0
122131,TX,F,831.0,597,629.0,0,18705.0,12,59,601.0,625,19.25,0,4601,S1,15.0
131169,CO,F,1782.0,537,749.0,35,28303.0,5,36,704.0,650,18.125,2,2612,C2,25.0
78009,WI,F,804.0,426,470.0,0,14328.0,2,89,445.0,454,20.0,0,0,T2,20.0
86445,ND,F,751.0,304,381.0,0,13051.0,1,64,340.0,338,8.625,0,4506,C1,15.0
162343,CA,M,5283.0,613,742.0,99,29050.0,30,50,696.0,674,10.63636364,0,4701,S1,20.0
35316,FL,F,845.0,289,436.0,1,16460.0,11,20,372.0,358,9.9375,28,2403,C2,14.0
148946,CA,F,1756.0,349,388.0,18,10285.0,48,38,355.0,384,13.0,0,0,U3,10.0
5524,AZ,Female,1084.0,365,462.0,2,17575.0,7,18,411.0,434,13.88888889,2,2301,T1,15.0
57593,KY,M,310.0,128,233.0,0,7656.0,0,84,171.0,199,5.736842105,1,0,R3,5.0
144339,CA,U,2941.0,677,819.0,83,28577.0,20,53,804.0,712,11.66666667,980,6601,U1,10.0
158355,CA,M,1857.0,484,531.0,17,13912.0,26,52,497.0,526,20.0,1,4801,U1,15.0
24311,NC,female,877.0,293,405.0,7,13707.0,1,63,336.0,362,10.22222222,28,0,R1,3.0
44009,FL,F,1086.0,384,502.0,12,17091.0,4,24,433.0,457,9.375,0,1103,S2,20.0
7059,SC,F,1015.0,478,533.0,0,17763.0,14,40,500.0,516,9.571428571,2,2007,S1,10.0
11399,CA,F,809.0,159,227.0,0,7074.0,30,52,191.0,209,4.585714286,2,1102,C1,8.0
50262,Tennessee,M,648.0,320,362.0,0,12611.0,0,86,325.0,352,5.866666667,1,4801,R2,10.0
40338,FL,F,902.0,410,461.0,4,15332.0,13,28,413.0,460,12.4,0,6901,S2,21.0
91101,IL,M,889.0,510,513.0,0,16731.0,0,86,518.0,517,16.4,0,4507,S2,25.0
130969,CO,F,1309.0,494,606.0,10,23951.0,3,38,528.0,572,7.1,2,301,C1,20.0
128122,TX,M,438.0,215,267.0,3,8729.0,1,68,264.0,240,6.125,0,0,T2,5.0
167149,CA,M,2961.0,664,708.0,95,23204.0,16,51,665.0,716,14.66666667,1,4501,U1,20.0
67742,MI,F,1101.0,515,624.0,18,19857.0,1,81,560.0,554,7.9,0,2309,T1,5.0
66303,MI,F,704.0,471,511.0,0,16111.0,22,66,494.0,481,3.727272727,0,1401,U2,2.0
86205,SD,F,527.0,275,340.0,0,10866.0,2,71,321.0,311,12.90909091,3,5007,T2,25.0
