,controln,state,gender,medianhv,ic1,ic4,hvp1,percapita,pobc1,pobc2,ic2,ic3,avggift,tcode,dob,domain,target_d
1752,186980,TX,Male,1076.0,490,578.0,2,19138.0,1,79,503.0,550,14.54545455,0,5311,R2,50.0
1753,172475,CA,Female,1231.0,323,412.0,13,14716.0,2,67,398.0,367,12.3,0,4602,T2,16.0
1754,33526,FL,Female,440.0,185,299.0,1,9983.0,1,68,231.0,253,8.916666667,0,5308,R2,5.0
1755,69465,MI,Male,1572.0,566,684.0,31,23133.0,3,79,587.0,623,10.0,1,4601,S1,20.0
1756,190391,NC,Male,347.0,166,233.0,2,8507.0,1,75,202.0,204,14.75,1,3003,R3,16.0
1757,26378,GA,Unknown,1153.0,562,629.0,8,22327.0,6,41,583.0,609,50.0,0,3701,T1,100.0
1758,12998,WA,Female,2075.0,723,845.0,53,29233.0,7,46,743.0,823,5.517241379,0,1801,U1,6.0
1759,128035,TX,Female,360.0,167,269.0,0,8048.0,1,85,235.0,219,11.9,1,2506,T2,21.0
1760,16756,NC,Male,542.0,211,361.0,1,19216.0,2,74,245.0,269,15.4,0,6801,S2,15.0
1761,142313,NV,Female,948.0,325,398.0,3,15038.0,9,19,353.0,367,3.411764706,28,3701,T2,1.0
1762,132903,WY,Female,483.0,180,223.0,2,7610.0,0,61,206.0,207,15.0,0,6201,R2,21.0
1763,153957,CA,Female,1488.0,406,407.0,5,10419.0,34,36,400.0,402,9.0,28,5601,S2,5.0
1764,61808,IN,Male,809.0,385,511.0,1,14699.0,5,70,482.0,413,20.0,1,4901,T2,25.0
1765,143707,CA,Male,2083.0,198,211.0,53,6972.0,72,20,186.0,220,3.8125,0,5901,U2,4.0
1766,122001,TX,Male,597.0,425,488.0,0,17264.0,25,38,448.0,475,13.0,1,6001,S1,30.0
1767,180786,WA,Male,1271.0,324,417.0,22,17340.0,6,53,351.0,393,9.5,1,2106,C1,18.0
1768,96031,IL,Male,440.0,286,375.0,0,12840.0,1,88,331.0,323,6.0,1002,3601,R2,5.0
1769,60477,IN,Male,614.0,289,385.0,0,16415.0,2,76,317.0,335,15.0,30,2401,C3,20.0
1770,144310,CA,Male,2424.0,426,542.0,75,19561.0,32,47,446.0,483,14.5,1,3801,U2,6.0
1771,2170,MI,Female,923.0,299,409.0,3,15965.0,3,79,364.0,353,7.607142857,0,3003,T2,7.0
1772,7846,TX,Male,577.0,425,454.0,0,12951.0,18,62,437.0,437,7.375,0,0,S2,10.0
1773,71904,MI,Male,347.0,245,328.0,0,12777.0,0,74,310.0,286,4.904761905,1,1901,C3,7.0
1774,2512,NC,Male,1250.0,319,540.0,8,25660.0,3,33,411.0,429,25.0,1002,2601,0,25.0
1775,71682,MI,Male,770.0,417,454.0,0,14053.0,3,88,426.0,450,10.6,1,5511,T2,20.0
1776,142552,CA,Male,1943.0,426,523.0,45,16702.0,3,48,444.0,439,13.33333333,1,2801,U2,5.0
1777,109429,LA,Unknown,589.0,378,422.0,0,15300.0,0,65,384.0,410,16.0,0,0,T2,20.0
1778,57332,KY,Male,687.0,368,419.0,0,14581.0,1,75,407.0,375,6.105263158,1,2808,S2,6.0
1779,190778,NC,Male,875.0,280,381.0,10,15917.0,2,50,317.0,343,7.0,4,0,R2,20.0
1780,128235,TX,Male,864.0,388,511.0,0,17015.0,2,67,480.0,402,8.230769231,2,0,C1,8.0
1781,175113,OR,Female,701.0,307,400.0,0,13820.0,5,45,352.0,353,25.0,28,0,T2,25.0
1782,66757,MI,Female,664.0,315,332.0,0,11283.0,0,63,308.0,336,3.613636364,2,1209,0,4.0
1783,154150,CA,Male,755.0,218,290.0,3,8572.0,53,40,232.0,282,11.33333333,1,4801,R2,14.0
1784,55392,MS,Male,423.0,212,287.0,0,9065.0,1,80,262.0,251,5.95945946,0,4601,R2,6.0
1785,162234,CA,Male,5540.0,757,857.0,99,31488.0,14,49,815.0,814,21.0,1,1707,S1,26.0
1786,8880,CA,Female,2596.0,515,588.0,91,20539.0,15,48,518.0,584,24.16666667,0,4401,S1,25.0
1787,6643,CA,Male,3199.0,490,641.0,94,27239.0,9,56,537.0,595,14.7,1,2203,C1,16.0
1788,170827,CA,Female,1257.0,356,445.0,3,17145.0,6,61,358.0,427,6.384615385,2,201,S2,17.0
1789,105459,KS,Female,205.0,189,255.0,0,8737.0,1,78,221.0,217,5.166666667,0,0,R3,5.0
1790,26289,GA,Female,1173.0,503,660.0,4,21302.0,2,60,625.0,562,8.931034483,0,4601,C1,10.0
1791,67315,MI,Female,862.0,476,511.0,0,16332.0,6,81,519.0,478,20.25,2,2005,S2,27.0
1792,75910,IA,Female,339.0,254,321.0,0,9822.0,1,56,271.0,293,5.928571429,0,0,0,10.0
1793,103527,MO,Male,392.0,218,300.0,0,10421.0,0,79,239.0,265,4.266666667,1,5002,R3,4.0
1794,16247,NC,Unknown,576.0,289,323.0,0,10642.0,1,84,308.0,304,8.923076923,2,0,R2,10.0
1795,166770,CA,Female,2419.0,364,533.0,61,23128.0,6,59,409.0,470,9.857142857,0,3901,R1,5.0
1796,82580,MN,Female,575.0,209,265.0,0,8620.0,13,62,212.0,247,4.428571429,2,1001,C3,5.0
1797,34883,FL,Male,709.0,220,296.0,1,12538.0,3,15,254.0,264,7.333333333,2,3001,T2,5.0
1798,57647,KY,Male,724.0,322,393.0,2,11652.0,1,67,380.0,363,17.22222222,0,7309,R2,20.0
1799,82995,MN,Male,719.0,365,519.0,0,18970.0,0,87,561.0,430,4.4,1002,3603,S2,5.0
1800,74043,MI,Female,411.0,199,272.0,0,9491.0,1,87,230.0,244,13.0,0,2401,R2,12.0
1801,114438,OK,Male,498.0,284,315.0,0,9667.0,2,56,304.0,274,11.5,1,2512,T2,20.0
1802,122046,TX,Female,716.0,291,454.0,1,23868.0,11,40,438.0,351,20.0,0,3601,C1,25.0
1803,69122,MI,Male,732.0,404,481.0,1,15554.0,2,73,431.0,434,10.5,1,2701,S2,13.0
1804,118739,TX,Male,1155.0,684,750.0,0,22931.0,5,43,695.0,728,12.5,0,4701,C1,15.0
1805,68148,MI,Female,245.0,189,224.0,0,8638.0,2,62,176.0,246,9.333333333,0,5401,U4,10.0
1806,22644,SC,Female,489.0,191,277.0,1,8579.0,0,83,221.0,244,9.2,2,4201,R2,21.0
1807,87239,MT,Male,590.0,292,362.0,0,11338.0,0,68,341.0,333,8.583333333,1002,1601,T2,7.0
1808,108447,LA,Female,764.0,354,401.0,0,12713.0,4,70,362.0,383,6.25,0,0,S2,10.0
1809,49860,Tennessee,Female,670.0,318,386.0,0,12457.0,4,68,358.0,354,4.958333333,0,3512,S2,4.0
1810,88662,IL,Male,1000.0,453,478.0,0,15134.0,7,72,463.0,458,8.772727273,0,3004,S2,12.0
1811,59225,IN,Female,519.0,314,381.0,0,12167.0,0,82,357.0,349,5.6875,2,0,R2,10.0
1812,190377,FL,Female,720.0,364,521.0,1,18273.0,10,21,416.0,450,17.89473684,28,0,0,24.0
1813,151695,CA,Male,2498.0,518,606.0,71,18830.0,7,55,550.0,570,25.0,1,0,T1,35.0
1814,146301,ID,Female,887.0,337,531.0,6,21539.0,2,43,459.0,433,9.666666667,0,6301,U2,17.0
1815,27944,GA,Female,687.0,379,380.0,0,12223.0,1,57,403.0,360,13.85714286,0,5011,C2,33.0
1816,172801,CA,Male,710.0,236,400.0,2,12318.0,4,79,388.0,313,13.57142857,1002,0,R2,10.0
1817,78179,WI,Male,708.0,358,414.0,0,14051.0,0,86,370.0,384,22.5,1,6401,C3,10.0
1818,121755,TX,Male,1364.0,634,811.0,22,42549.0,11,34,673.0,768,15.0,0,2001,C1,15.0
1819,147747,CA,Female,3005.0,348,503.0,87,18396.0,32,35,385.0,455,9.470588235,0,2008,S1,13.0
1820,3685,WA,Female,827.0,277,371.0,1,12751.0,9,47,328.0,309,10.15789474,0,4201,S3,15.0
1821,128934,TX,Female,725.0,334,432.0,0,14447.0,14,53,354.0,418,15.4,0,1,S1,20.0
1822,18038,NC,Unknown,548.0,197,300.0,7,10044.0,0,83,246.0,259,12.375,0,0,R2,16.0
1823,180272,WA,Female,1055.0,319,421.0,6,16161.0,5,49,379.0,375,14.0,0,1801,C2,20.0
1824,164986,CA,Female,3142.0,658,768.0,95,23169.0,8,69,770.0,675,12.5,0,2901,S1,15.0
1825,65117,MI,Female,479.0,280,350.0,1,10986.0,2,75,304.0,333,5.884615385,28,5610,T3,10.0
1826,93995,IL,Female,2172.0,427,805.0,54,34738.0,9,54,625.0,561,3.25,0,0,U1,10.0
1827,84097,MN,Female,3410.0,710,932.0,80,47973.0,3,62,941.0,775,25.0,2,1001,S1,25.0
1828,116267,TX,Female,1088.0,421,557.0,3,21558.0,2,52,514.0,511,15.0,0,2401,S1,20.0
1829,153898,CA,Female,875.0,226,254.0,0,7095.0,14,31,224.0,254,6.0,0,0,U2,10.0
1830,161627,CA,Male,883.0,247,336.0,1,11712.0,8,63,272.0,310,4.944444444,2,4401,S2,21.0
1831,22337,NC,Female,514.0,239,322.0,0,11393.0,1,73,289.0,276,9.25,0,0,C2,10.0
1832,7590,TX,Female,689.0,344,377.0,4,16348.0,3,67,359.0,368,22.28571429,2,606,R2,30.0
1833,108905,LA,Female,708.0,368,441.0,1,14303.0,3,55,404.0,407,12.52631579,0,0,C1,20.0
1834,100411,MO,Male,733.0,337,426.0,0,15662.0,1,83,409.0,359,26.25,1,6607,S2,30.0
1835,103488,MO,Female,476.0,219,319.0,0,10966.0,1,74,280.0,272,5.434782609,0,3001,T2,10.0
1836,99410,MO,Female,2041.0,856,950.0,52,43661.0,7,68,858.0,943,9.833333333,0,2001,C1,17.0
1837,43949,FL,Male,881.0,297,453.0,3,19104.0,6,13,363.0,375,6.714285714,0,1901,C2,6.0
1838,87706,MT,Male,434.0,211,308.0,0,10350.0,1,55,299.0,243,11.4,1,3201,T2,12.0
1839,122217,TX,Female,1150.0,196,270.0,0,14466.0,36,35,212.0,245,7.666666667,0,3001,U1,5.0
1840,29724,GA,Female,529.0,259,304.0,0,9796.0,2,64,304.0,280,5.611111111,2,3606,R2,5.0
1841,172214,CA,Female,1205.0,399,450.0,3,17611.0,5,61,408.0,444,9.8,0,4803,S2,5.0
1842,106719,TX,Female,301.0,215,299.0,1,10813.0,11,63,273.0,262,8.982758621,28,601,U3,10.0
1843,12932,Tennessee,Female,910.0,302,548.0,18,23312.0,4,58,415.0,421,12.23076923,28,4704,C2,21.0
1844,190726,MD,Female,875.0,391,425.0,0,14468.0,3,71,415.0,381,11.42857143,2,508,0,10.0
1845,127511,TX,Female,945.0,398,563.0,0,19790.0,6,53,578.0,446,17.18181818,2,4104,S1,23.0
1846,56337,KY,Female,714.0,187,376.0,0,13679.0,0,83,290.0,282,12.07142857,0,3710,T2,15.0
1847,113692,OK,Male,763.0,316,398.0,1,12903.0,4,29,334.0,378,5.5,1,5101,T1,8.0
1848,79850,WI,Male,515.0,258,327.0,3,11337.0,1,81,276.0,302,5.857142857,2,1401,R2,10.0
1849,28796,GA,Male,448.0,192,299.0,1,9533.0,1,88,241.0,254,8.294117647,2,0,R2,10.0
1850,131032,CO,Female,524.0,264,325.0,0,11359.0,0,36,269.0,329,11.8,0,5801,T2,25.0
1851,86318,SD,Female,397.0,166,274.0,3,10630.0,1,61,211.0,227,8.96875,2,0,R2,5.0
1852,63725,IN,Male,637.0,286,371.0,1,13061.0,1,76,316.0,335,25.0,1002,2301,R2,25.0
1853,63572,IN,Female,778.0,377,527.0,5,17251.0,0,71,422.0,447,5.821818182,0,4102,R1,12.0
1854,139663,NM,Female,1008.0,360,426.0,3,14990.0,4,40,397.0,388,8.916666667,28,0,S1,5.0
1855,104848,KS,Female,993.0,285,399.0,0,20996.0,5,18,366.0,329,5.235294118,0,1501,S1,7.0
1856,150776,CA,Female,1149.0,222,273.0,0,9856.0,22,56,263.0,250,6.619047619,28028,4112,U3,8.0
1857,43104,CA,Female,5000.0,498,782.0,92,35814.0,18,31,700.0,632,5.840909091,1,5708,C1,9.0
1858,162254,CA,Female,5564.0,839,892.0,99,32899.0,9,54,860.0,860,19.16666667,0,5801,S1,35.0
1859,52902,Tennessee,Female,929.0,505,606.0,4,22435.0,4,53,546.0,561,15.0,28,0,C1,17.0
1860,79213,WI,Male,575.0,318,414.0,0,12909.0,0,89,341.0,379,8.473684211,2,2903,R2,12.0
1861,178432,WA,Female,1627.0,456,586.0,30,20311.0,6,53,508.0,537,9.266666667,2,2806,S1,14.0
1862,11267,MI,Female,428.0,208,293.0,0,10491.0,1,85,243.0,268,6.461538462,2,1002,R2,6.0
1863,129468,CO,Female,717.0,333,360.0,0,11669.0,3,58,341.0,344,25.0,0,5301,S2,20.0
1864,54134,Tennessee,Male,452.0,193,270.0,0,9283.0,0,79,256.0,230,5.64,1,1601,T3,10.0
1865,162492,CA,Female,2625.0,513,523.0,93,15740.0,10,65,533.0,517,12.82608696,0,3710,S1,10.0
1866,13342,CA,Female,2113.0,422,532.0,58,19377.0,7,63,450.0,502,9.0,0,4601,U1,5.0
1867,169323,CA,Female,1104.0,266,319.0,1,9833.0,18,57,275.0,323,2.637931034,0,2608,S2,3.0
1868,125444,TX,Male,362.0,208,255.0,0,7220.0,9,85,217.0,238,7.142857143,1,4811,U4,10.0
1869,70076,MI,Male,403.0,327,364.0,0,15337.0,3,80,375.0,304,7.32,1,3407,S3,10.0
1870,4048,IL,Female,1014.0,262,350.0,15,10522.0,45,40,273.0,306,11.1875,0,3401,U2,17.0
1871,68669,MI,Female,732.0,377,453.0,0,14455.0,6,70,478.0,396,9.5,0,1801,S2,15.0
1872,155943,CA,Male,1309.0,409,432.0,1,12004.0,7,58,419.0,424,12.0,1,2201,C2,12.0
1873,40968,FL,Female,961.0,297,386.0,2,12625.0,5,47,341.0,366,13.66666667,0,0,T2,17.0
1874,101109,MO,Female,883.0,468,517.0,0,15167.0,1,69,503.0,493,13.8,0,2801,C1,10.0
1875,14279,CO,Male,1285.0,474,584.0,12,21521.0,4,39,510.0,535,5.1875,2,5701,T1,11.0
1876,83887,MN,Female,889.0,272,450.0,0,14767.0,3,69,398.0,341,16.0,2,6801,S2,17.0
1877,17089,NC,Female,609.0,257,323.0,0,10569.0,0,95,338.0,299,6.0,0,0,R2,5.0
1878,92183,IL,Female,1240.0,395,550.0,6,19153.0,4,70,496.0,436,5.375,28,1101,C1,5.0
1879,65374,MI,Male,426.0,267,343.0,0,13836.0,9,71,315.0,314,16.75,1,2608,U4,20.0
1880,27082,TX,Male,792.0,260,396.0,8,14354.0,3,66,320.0,337,11.33333333,1,4612,S2,10.0
1881,108115,LA,Male,801.0,487,550.0,0,15880.0,7,73,523.0,509,13.27272727,1,3511,S1,100.0
1882,86278,SD,Male,554.0,294,344.0,0,10936.0,2,58,319.0,287,7.529411765,1,3201,C2,9.0
1883,87904,IL,Male,1141.0,453,536.0,1,17140.0,4,74,498.0,481,8.615384615,1,3209,U2,21.0
1884,5798,TX,Unknown,872.0,534,607.0,1,19255.0,1,63,548.0,594,79.16666667,0,6501,S1,50.0
1885,115289,OK,Female,848.0,372,426.0,3,13972.0,1,72,386.0,404,10.0,0,3801,T3,25.0
1886,186185,CO,Male,985.0,478,591.0,3,20164.0,3,50,495.0,508,12.125,1,2010,S1,15.0
1887,74589,MI,Female,795.0,442,627.0,7,22204.0,8,71,475.0,557,9.0,0,5401,T1,12.0
1888,65558,MI,Female,556.0,317,346.0,0,11613.0,2,82,324.0,313,5.263157895,0,5612,U3,10.0
1889,22696,SC,Female,630.0,279,371.0,2,12137.0,1,85,323.0,329,11.5,0,6201,R2,20.0
1890,387,IN,Female,789.0,413,447.0,0,14123.0,5,72,430.0,425,5.833333333,2,0,T2,5.0
1891,98033,IL,Female,152.0,152,267.0,0,9395.0,0,80,200.0,204,14.66666667,2,1912,R3,20.0
1892,110308,LA,Female,1384.0,554,749.0,19,27245.0,2,53,643.0,667,8.0,0,3701,C1,15.0
1893,3496,TX,Male,688.0,562,596.0,0,18272.0,11,46,564.0,582,12.0,1,6703,C1,10.0
1894,138262,Arizona,Female,569.0,156,202.0,0,7914.0,9,38,158.0,187,5.166666667,28,6201,C2,5.0
1895,80437,WI,Male,491.0,227,358.0,0,14229.0,2,81,323.0,276,11.84615385,1,6702,C2,10.0
1896,186580,TX,Female,651.0,197,284.0,2,9858.0,1,70,250.0,252,8.277777778,0,3007,T2,5.0
1897,8863,FL,Male,1307.0,310,450.0,17,23204.0,13,19,381.0,383,18.0,1,5503,U2,40.0
1898,120734,TX,Female,241.0,164,290.0,0,9397.0,3,85,241.0,231,8.466666667,0,0,R3,5.0
1899,149414,CA,Female,4240.0,714,919.0,95,49256.0,26,38,814.0,830,8.466666667,0,4606,U2,9.0
1900,79900,WI,Female,617.0,221,289.0,0,9366.0,2,75,247.0,249,24.22222222,0,2905,R2,50.0
1901,154158,CA,Female,838.0,163,241.0,5,6653.0,50,42,176.0,235,6.666666667,0,3601,R2,7.0
1902,23146,SC,Male,688.0,402,475.0,0,16158.0,1,64,432.0,442,9.4,1,2801,C1,5.0
1903,1617,CA,Female,5970.0,1386,1273.0,98,62822.0,24,34,1496.0,1208,10.18181818,0,2201,S1,15.0
1904,68022,MI,Female,435.0,304,365.0,0,12197.0,0,62,322.0,325,10.0,0,3104,U2,15.0
1905,44705,FL,Female,677.0,242,302.0,2,13521.0,7,8,261.0,282,9.8,28,2601,C2,15.0
1906,49943,FL,Male,980.0,335,435.0,12,14977.0,8,13,387.0,381,11.0,1,4001,R2,10.0
1907,24152,SC,Male,788.0,225,343.0,4,12754.0,2,47,275.0,299,6.789473684,1,2406,T2,8.0
1908,136645,Arizona,Unknown,950.0,199,433.0,17,21071.0,33,11,371.0,361,9.0,1002,3801,S3,10.0
1909,58597,KY,Male,295.0,155,223.0,0,8290.0,1,81,161.0,199,25.11111111,1,1707,T3,50.0
1910,165628,CA,Male,1831.0,280,380.0,31,13119.0,22,41,324.0,313,5.166666667,1,2601,U2,5.0
1911,45201,FL,Male,817.0,282,473.0,13,36395.0,6,9,288.0,413,7.666666667,1,0,U2,11.0
1912,34735,FL,Female,838.0,354,437.0,1,17115.0,8,22,374.0,402,15.0,0,3601,S3,20.0
1913,6845,ID,Female,551.0,232,310.0,0,11759.0,1,56,297.0,252,16.86666667,0,2004,T2,20.0
1914,181799,WA,Male,2049.0,442,626.0,51,24413.0,5,43,448.0,573,25.4,0,0,C1,35.0
1915,88153,IL,Female,1380.0,385,485.0,11,16768.0,17,73,449.0,417,8.0625,2,4801,S2,13.0
1916,92514,IL,Female,1499.0,408,479.0,32,15991.0,2,71,419.0,444,9.2,0,6901,S1,15.0
1917,183954,WA,Male,507.0,243,326.0,0,10337.0,1,59,335.0,265,11.66666667,0,2201,C3,10.0
1918,141134,NV,Male,603.0,199,280.0,1,12768.0,9,9,261.0,233,6.333333333,1,2601,U4,9.0
1919,66532,MI,Male,407.0,318,399.0,0,12183.0,3,75,324.0,383,5.0,1,6801,U4,2.0
1920,7924,TX,Female,471.0,230,302.0,1,10209.0,2,80,268.0,273,9.0,0,1912,0,12.0
1921,27890,GA,Female,929.0,403,467.0,8,15864.0,2,61,420.0,418,7.833333333,0,4801,T1,10.0
1922,58649,KY,Female,521.0,258,371.0,0,13218.0,0,87,330.0,315,8.75,0,2201,C2,10.0
1923,47371,AL,Female,288.0,129,167.0,0,7079.0,0,96,164.0,131,5.285714286,0,2107,C3,5.0
1924,26887,GA,Female,914.0,522,560.0,1,17163.0,3,30,542.0,540,25.0,28,4801,S1,30.0
1925,80577,WI,Female,466.0,270,354.0,0,11581.0,2,78,309.0,318,11.66666667,0,6001,0,10.0
1926,61933,IN,Male,534.0,292,388.0,2,13534.0,5,70,306.0,363,20.0,0,0,C2,20.0
1927,174358,OR,Male,1550.0,456,709.0,24,22772.0,8,39,613.0,549,17.5,1,4201,S2,10.0
1928,133555,ID,Female,575.0,231,269.0,0,9659.0,5,58,245.0,248,15.0,0,4701,T2,21.0
1929,82457,MN,Female,687.0,230,267.0,0,11087.0,6,73,219.0,261,4.592105263,0,5301,U3,5.0
1930,23065,SC,Female,810.0,408,469.0,1,15766.0,3,53,421.0,455,12.83333333,0,4809,S1,20.0
1931,88856,IL,Female,2347.0,615,870.0,68,61923.0,13,63,736.0,786,3.055555556,2,3501,S1,4.0
1932,168393,CA,Male,2298.0,290,322.0,72,13270.0,21,51,302.0,308,25.0,4,4001,U2,25.0
1933,143936,CA,Male,4956.0,805,1058.0,95,64234.0,15,31,1081.0,861,32.5,1,5101,U1,55.0
1934,86436,ND,Male,857.0,245,320.0,0,12951.0,0,62,282.0,275,5.628571429,1,3011,S2,5.0
1935,138311,AZ,Female,1708.0,437,684.0,36,29098.0,7,19,586.0,551,9.769230769,2,1403,S1,20.0
1936,123469,TX,Male,561.0,493,540.0,1,16623.0,5,68,529.0,506,5.2,0,0,T2,5.0
1937,135341,AZ,Female,700.0,205,295.0,0,12713.0,9,12,221.0,276,12.85714286,0,0,C2,12.0
1938,33284,FL,Male,696.0,303,369.0,1,11637.0,1,65,339.0,323,22.5,1,3001,C1,20.0
1939,180837,WA,Male,1039.0,279,435.0,4,15485.0,2,58,376.0,338,25.0,1,3101,C2,50.0
1940,37747,FL,Male,1909.0,473,779.0,45,25255.0,32,34,688.0,648,13.375,1,6006,U1,18.0
1941,108983,LA,Male,535.0,165,199.0,0,7220.0,0,92,154.0,200,12.0,0,2412,C2,17.0
1942,34591,FL,Male,835.0,413,410.0,0,14004.0,7,20,414.0,429,19.66666667,1,3401,S2,23.0
1943,100691,MO,Male,553.0,196,236.0,0,9705.0,1,76,193.0,236,4.0,0,1305,C3,5.0
1944,95347,IL,Male,652.0,247,381.0,0,13469.0,1,72,354.0,306,8.222222222,1,3705,T2,7.0
1945,14717,CO,Female,1125.0,205,131.0,0,21600.0,3,26,138.0,281,6.458333333,28,2610,U2,15.0
1946,63612,IN,Female,416.0,209,243.0,0,10117.0,0,76,221.0,229,13.5,0,6801,C2,18.0
1947,21097,NC,Male,623.0,273,319.0,0,10923.0,2,53,300.0,293,15.0,1,0,T2,25.0
1948,178598,WA,Female,1516.0,519,548.0,16,20117.0,17,44,555.0,527,4.166666667,0,4701,S1,4.0
1949,81630,WI,Female,182.0,78,209.0,0,8279.0,2,59,181.0,126,4.352941177,0,0,C3,12.0
1950,57087,KY,Male,821.0,259,334.0,1,10613.0,1,80,298.0,304,11.66666667,1,4601,R2,15.0
1951,81985,WI,Male,486.0,274,336.0,0,11085.0,0,83,327.0,289,7.545454545,0,6611,R2,14.0
1952,148795,CA,Male,2259.0,557,603.0,71,18914.0,18,48,567.0,600,6.4,0,5401,S1,10.0
1953,78778,WI,Male,659.0,315,399.0,0,14721.0,9,83,365.0,356,13.16666667,1,2706,S2,21.0
1954,121256,TX,Male,423.0,294,360.0,0,10114.0,6,73,323.0,322,9.695652174,1,0,S3,15.0
1955,177041,OR,Female,661.0,259,327.0,3,11461.0,1,47,286.0,292,12.5,2,0,R2,15.0
1956,141209,CO,Male,660.0,203,262.0,0,12060.0,10,43,238.0,223,15.33333333,0,0,S2,10.0
1957,75346,IA,Male,349.0,228,311.0,0,10584.0,4,76,308.0,259,8.111111111,0,2801,R2,15.0
1958,187318,NC,Female,550.0,249,360.0,1,12591.0,2,79,356.0,293,12.5,0,0,T2,18.0
1959,22119,NC,Male,508.0,193,280.0,5,9443.0,0,74,224.0,245,9.428571429,1,1902,R2,10.0
1960,22149,NC,Male,639.0,228,333.0,2,12224.0,1,77,269.0,289,9.25,1,0,R2,20.0
1961,32622,FL,Male,533.0,201,286.0,4,10597.0,3,25,230.0,256,23.83333333,1,805,R2,47.0
1962,76758,IA,Female,275.0,282,331.0,0,11044.0,0,89,319.0,288,5.916666667,0,2801,R2,10.0
1963,161838,CA,Female,1953.0,304,380.0,47,13811.0,25,43,353.0,337,13.5,0,4212,C2,14.0
1964,70863,MI,Male,494.0,269,373.0,0,12815.0,1,93,331.0,316,6.571428571,1,1803,R2,20.0
1965,143996,CA,Female,5951.0,1184,1093.0,99,80928.0,25,36,1330.0,1060,7.083333333,28,4912,S1,10.0
1966,4314,IL,Female,678.0,267,370.0,1,11401.0,0,63,288.0,352,5.448275862,0,2210,U2,6.0
1967,5835,MN,Female,404.0,256,347.0,0,11126.0,1,88,295.0,304,10.54761905,28,0,R2,30.0
1968,3891,TX,Female,283.0,212,333.0,0,9043.0,0,60,291.0,288,19.16666667,2,1501,T2,25.0
1969,87775,IL,Female,1554.0,615,737.0,25,22600.0,6,77,663.0,689,14.5,0,4908,U1,20.0
1970,9727,CA,Female,5908.0,1122,1088.0,98,81205.0,8,48,1267.0,991,81.25,0,4201,U1,25.0
1971,188841,NM,Female,848.0,219,390.0,1,14894.0,6,30,288.0,299,16.0,28,0,C1,10.0
1972,15046,NC,Female,595.0,289,381.0,0,13060.0,0,85,346.0,330,2.636363636,0,3801,R2,10.0
1973,43781,FL,Male,1069.0,198,367.0,7,16759.0,5,15,257.0,308,6.125,1,3001,C2,10.0
1974,182319,WA,Male,874.0,355,418.0,2,13393.0,1,58,370.0,389,4.04,2,1406,C2,10.0
1975,130369,CO,Female,1017.0,496,554.0,0,21385.0,1,47,510.0,537,18.17647059,28,4106,S1,50.0
1976,147758,CA,Female,5643.0,772,971.0,98,55164.0,7,36,939.0,828,13.33333333,0,0,U1,25.0
1977,18761,NC,Female,714.0,425,432.0,0,13695.0,4,60,434.0,419,9.083333333,0,4801,T2,15.0
1978,104234,MO,Male,915.0,506,561.0,1,18191.0,0,60,513.0,559,9.142857143,0,5507,S1,18.0
1979,30185,GA,Female,748.0,352,423.0,1,13998.0,1,62,372.0,369,10.0,0,6401,T2,30.0
1980,30907,GA,Male,803.0,450,597.0,2,21132.0,8,41,495.0,547,15.0,1,0,T2,15.0
1981,105371,KS,Unknown,208.0,201,296.0,0,11136.0,0,79,242.0,255,17.17647059,0,3204,R3,20.0
1982,57058,KY,Male,432.0,174,279.0,1,8763.0,0,73,230.0,223,11.1,0,2001,R2,25.0
1983,160851,CA,Male,1485.0,399,469.0,4,15254.0,9,60,478.0,432,12.875,0,4004,C2,16.0
1984,163546,CA,Male,4169.0,540,667.0,95,24535.0,29,41,670.0,570,11.85714286,1,4301,U1,15.0
1985,176053,OR,Male,0.0,0,0.0,0,0.0,0,0,0.0,0,9.0,1,4210,U3,12.0
1986,149534,CA,Female,5000.0,850,931.0,98,39028.0,16,42,931.0,862,25.0,28,0,S1,30.0
1987,156152,CA,Female,1115.0,313,391.0,4,16625.0,9,37,340.0,354,11.4375,2,2501,T2,16.0
1988,67177,MI,Female,709.0,504,539.0,0,17801.0,2,79,515.0,522,9.9375,0,2609,S2,12.0
1989,34475,FL,Male,696.0,277,355.0,2,12415.0,3,51,314.0,325,20.4,2,3009,R2,20.0
1990,114803,OK,Female,911.0,384,613.0,16,31001.0,2,58,496.0,497,6.333333333,28,0,C1,20.0
1991,15332,NC,Male,723.0,371,456.0,0,18915.0,6,47,414.0,398,6.538461539,1,1701,C1,10.0
1992,119966,TX,Female,321.0,225,281.0,0,9372.0,3,68,264.0,243,8.058823529,0,3212,T3,11.0
1993,152470,CA,Female,5725.0,610,807.0,97,53158.0,13,22,763.0,698,23.72727273,0,0,S1,45.0
1994,48527,AL,Male,931.0,407,496.0,0,17743.0,0,65,502.0,439,4.416666667,2,0,R3,3.0
1995,171528,CA,Female,1895.0,317,471.0,46,17431.0,10,62,389.0,405,6.705882353,0,5501,R2,5.0
1996,50122,Tennessee,Female,715.0,318,370.0,2,12416.0,0,75,340.0,352,9.25,2,0,T1,10.0
1997,92293,IL,Female,3359.0,878,973.0,87,35266.0,16,74,897.0,934,5.8,0,2201,S1,5.0
1998,47191,AL,Female,950.0,264,378.0,3,20090.0,6,55,295.0,330,4.142857143,2,2601,C1,5.0
